1403 3
540 6
1148 2
1727 4
2166 6
1753 4
58 1
852 2
1706 4
388 1
14 1
1359 3
597 6
1090 2
1842 4
828 2
880 0
1850 4
1873 4
1081 2
887 2
591 6
1672 4
1473 4
1799 4
406 6
794 0
1144 0
2017 1
2215 2
221 1
415 6
1094 2
1331 3
167 1
557 6
955 2
147 1
399 1
1854 4
1029 2
1111 2
1708 4
934 2
1225 3
1874 4
1292 3
322 1
75 1
1866 4
1070 2
976 2
1073 2
1061 0
1260 3
1145 2
1140 2
2304 4
1161 2
166 1
1679 4
883 2
280 1
1756 4
960 2
819 2
1747 4
490 6
1883 4
1084 2
1549 3
554 6
1748 4
1002 2
824 2
426 0
865 2
983 2
1591 3
1809 4
538 6
936 2
1466 3
2063 0
863 2
1062 2
284 1
1019 2
590 6
351 1
1793 4
48 1
844 2
1839 0
2158 1
1765 4
504 6
1891 4
1294 3
901 2
2095 6
1865 0
472 6
581 6
1775 4
1713 4
320 1
542 6
423 6
97 1
1323 3
438 6
1632 4
1855 4
1829 4
