1062 2
302 1
1115 0
1101 2
386 1
287 1
1680 4
231 1
182 1
726 5
1305 0
1047 6
450 6
2293 0
169 1
665 5
483 6
677 5
622 5
63 1
658 5
561 0
760 5
613 5
225 1
1285 3
204 1
1450 3
643 5
314 1
690 5
399 1
640 5
1352 3
673 5
2067 0
1194 2
917 2
1528 3
1288 3
977 2
1850 4
1441 3
1839 0
1933 1
963 6
539 6
927 2
646 5
1218 3
1616 4
355 1
257 1
2247 0
277 1
1471 3
1260 3
1163 2
42 1
721 5
792 5
1588 3
1778 4
614 5
1717 4
1120 2
603 5
1185 2
2160 0
1349 4
633 5
1122 2
497 6
1370 3
479 6
1275 3
1076 0
2270 0
285 1
86 1
1485 3
490 6
62 1
1853 4
1654 4
559 6
1711 4
1313 3
1540 3
2098 3
1501 3
618 5
1414 3
698 5
693 5
1489 3
495 6
1490 0
1803 0
1930 0
843 2
1639 4
395 1
1589 3
1530 3
846 0
2239 0
1258 3
729 5
1577 3
1179 2
1223 0
1694 4
1143 2
745 5
