95495 31
37194 13
3091 1
91890 30
85045 26
44560 15
94413 31
68056 22
60424 19
85031 26
94285 31
57165 18
50373 16
6477 2
41207 15
15262 4
84736 26
93578 31
4936 2
95209 31
54332 17
94581 31
49479 16
58603 18
50973 16
36742 13
7028 2
61410 19
84261 26
58202 18
69717 22
43509 15
38494 14
95687 31
49864 16
4000 2
36287 13
56896 18
53968 17
98415 32
96835 32
84664 26
104321 35
58944 18
48626 16
48061 16
94791 31
57382 18
23687 7
85072 26
42236 15
14613 4
70316 22
59256 18
84196 26
11849 3
83344 26
103649 35
85486 26
48391 16
50922 16
94772 31
18869 5
96623 32
6568 2
48529 16
44230 15
5896 2
37842 13
96665 32
93665 31
95642 31
15038 4
97279 32
84874 26
57618 18
85163 26
104926 35
49193 16
96262 32
24857 8
15789 4
95570 31
71131 22
58525 18
7127 2
52892 17
103193 35
4940 2
70123 22
84450 26
94101 31
1963 1
5232 2
91846 30
84879 26
2609 1
56926 18
50443 16
41442 15
95984 32
37412 13
95199 31
54840 18
48290 16
39078 14
83641 26
57983 18
97825 32
29830 9
72162 22
41158 15
38824 14
57795 18
40822 15
49749 16
44154 15
10939 3
14960 4
57294 18
103960 35
69067 22
104707 35
49842 16
94628 31
94729 31
53591 17
100818 34
95161 31
93451 31
64039 21
70534 22
18233 5
49338 16
103888 35
58893 18
17588 5
39714 14
53417 17
84955 26
48458 16
18542 5
7459 2
84340 26
56417 18
30285 9
94312 31
83605 26
14851 4
49674 16
50084 16
41546 15
1988 1
46422 16
48352 16
15497 4
103413 35
85256 26
4752 2
40839 15
57092 18
85282 26
53326 17
58891 18
84915 26
100650 34
58509 18
95356 31
38811 14
43576 15
12150 4
59877 19
85143 26
84245 26
88725 28
41036 15
97952 32
13850 4
102952 35
18543 5
96327 32
95573 31
31838 11
50948 16
14072 4
29008 9
84346 26
18146 5
36736 13
84871 26
72472 22
54738 17
98275 32
30667 10
18448 5
93618 31
12086 4
29802 9
95563 31
84394 26
55860 18
47638 16
56915 18
37124 13
53512 17
793 1
58055 18
4483 2
57164 18
59320 18
12265 4
7194 2
84140 26
30092 9
65855 21
88480 28
46702 16
103437 35
93448 31
59294 18
96525 32
17308 5
39598 14
14388 4
15271 4
95485 31
29734 9
14700 4
69527 22
81496 26
85344 26
94914 31
57377 18
94962 31
84156 26
95361 31
57776 18
6670 2
49293 16
59328 18
94038 31
94438 31
49223 16
84530 26
53993 17
4775 2
2680 1
65037 21
57208 18
36379 13
97141 32
38493 14
94542 31
84365 26
95458 31
4810 2
83542 26
105095 35
17112 5
84412 26
17198 5
48935 16
11350 3
80566 25
5396 2
6377 2
85505 26
93022 31
70916 22
48475 16
96883 32
64046 21
56615 18
103235 35
19136 5
56107 18
11227 3
62118 20
33551 11
59686 18
84095 26
6977 2
74540 24
13294 4
53515 17
84481 26
6094 2
38084 14
95578 31
66548 21
61121 19
46087 16
95315 31
83658 26
46704 16
94335 31
18714 5
66406 21
52652 17
45214 15
103388 35
83850 26
57979 18
95564 31
65709 21
96429 32
14171 4
71419 22
91677 30
84199 26
40899 15
59397 18
96787 32
7051 2
6496 2
94864 31
82761 26
60210 19
56471 18
104609 35
69598 22
92032 31
29827 9
11132 3
84098 26
69142 22
37652 13
71303 22
92731 31
2995 1
103604 35
4367 2
96069 32
58679 18
39353 14
31875 11
102955 35
95438 31
58504 18
43701 15
6116 2
24811 7
71323 22
104974 35
38324 14
4673 2
12151 4
44083 15
96702 32
94720 31
94221 31
75526 24
57952 18
94360 31
38587 14
94672 31
85136 26
6617 2
58558 18
46948 16
84533 26
95750 31
93573 31
94232 31
53944 17
30045 9
97347 32
83155 26
48819 16
2251 1
48118 16
104203 35
14440 4
10701 3
17594 5
41159 15
78549 25
7508 2
18526 5
7509 2
56116 18
38058 14
41372 15
55843 18
70799 22
19145 5
84539 26
95444 31
16925 5
40724 15
59419 18
18290 5
14609 4
56393 18
4488 2
72381 22
75595 24
49422 16
96583 32
70410 22
14325 4
98251 32
37316 13
74764 24
97198 32
94076 31
93472 31
101014 34
15017 4
50221 16
102762 35
65177 21
95089 31
38038 14
4387 2
56733 18
92875 31
54065 17
7196 2
43197 15
5807 2
91895 30
58244 18
17590 5
5515 2
84034 26
14456 4
6978 2
85497 26
59324 18
51017 16
104598 35
7384 2
85189 26
47955 16
17887 5
48197 16
85122 26
29037 9
48574 16
41057 15
5850 2
52818 17
49077 16
52816 17
63737 20
94887 31
82963 26
85474 26
96691 32
4242 2
5315 2
53922 17
49027 16
97634 32
58378 18
66934 21
97389 32
85079 26
96296 32
59681 18
40986 15
97481 32
85133 26
85491 26
102383 34
95419 31
5683 2
91680 30
85373 26
92851 31
18071 5
36766 13
4288 2
56634 18
94820 31
103843 35
85148 26
94046 31
56656 18
54761 17
92346 31
84829 26
6310 2
103737 35
6523 2
5302 2
95038 31
49150 16
14330 4
98180 32
84270 26
5925 2
39257 14
84359 26
46807 16
71422 22
56466 18
5516 2
47396 16
13745 4
92998 31
85481 26
17828 5
58723 18
103825 35
85130 26
14346 4
47997 16
10607 3
71806 22
56850 18
46801 16
56830 18
94415 31
43220 15
39803 14
57213 18
98342 32
57486 18
4867 2
47390 16
84780 26
10000 3
38302 14
18695 5
48607 16
41129 15
71041 22
93475 31
94431 31
10606 3
105497 35
93881 31
1628 1
83886 26
95393 31
14194 4
96452 32
44590 15
94868 31
56492 18
93882 31
57521 18
95106 31
14034 4
79031 25
75549 24
56854 18
7338 2
59684 18
57647 18
95494 31
5758 2
94456 31
85411 26
97912 32
6640 2
81420 26
93351 31
93908 31
16532 5
84185 26
50109 16
53848 17
38443 14
84325 26
55692 18
29441 9
7007 2
71225 22
56206 18
41591 15
93646 31
59288 18
14186 4
17925 5
94045 31
39194 14
18551 5
6114 2
103116 35
52627 17
18976 5
37865 13
105167 35
56560 18
53395 17
72546 22
15093 4
57430 18
49913 16
84900 26
30262 9
56435 18
11567 3
3855 2
48957 16
103241 35
65851 21
28461 9
30119 9
49270 16
49678 16
7174 2
104278 35
84580 26
49760 16
56724 18
7649 2
97853 32
47200 16
84590 26
4421 2
53824 17
84948 26
49565 16
56848 18
94433 31
103722 35
27118 9
19484 5
49552 16
96643 32
70528 22
30239 9
105019 35
82585 26
59660 18
70511 22
56999 18
46847 16
84237 26
75114 24
12020 3
49769 16
57286 18
94948 31
4744 2
105551 35
97899 32
45215 15
11564 3
7435 2
82605 26
88576 28
103532 35
103485 35
88529 28
37000 13
6211 2
48279 16
56613 18
91173 30
83656 26
4821 2
43341 15
5756 2
84275 26
94547 31
49679 16
84601 26
85135 26
48765 16
18853 5
12802 4
95255 31
57670 18
92888 31
14369 4
103823 35
85128 26
14419 4
48070 16
104466 35
55554 18
93139 31
84434 26
104111 35
93284 31
18114 5
85416 26
7289 2
83111 26
105545 35
98067 32
4358 2
49460 16
95298 31
97557 32
45211 15
88775 28
97339 32
11395 3
57214 18
49697 16
59494 18
80080 25
85451 26
1844 1
95514 31
57929 18
95319 31
14137 4
85178 26
72185 22
90880 30
95639 31
31222 10
39623 14
4720 2
79890 25
100313 34
84644 26
17342 5
84847 26
84906 26
105016 35
43505 15
5920 2
95901 32
84205 26
43076 15
7206 2
104927 35
95133 31
5368 2
1629 1
57714 18
7215 2
49389 16
53128 17
49768 16
104034 35
47949 16
57620 18
4366 2
41951 15
38212 14
52768 17
34073 11
14466 4
6598 2
81768 26
84320 26
17018 5
96644 32
59059 18
2974 1
94108 31
81498 26
94115 31
56779 18
94169 31
18442 5
17488 5
85141 26
57768 18
57019 18
94604 31
58043 18
95667 31
50565 16
98086 32
92324 31
17544 5
50230 16
47828 16
48381 16
40864 15
47827 16
93093 31
14574 4
2561 1
79602 25
94636 31
42017 15
4627 2
104084 35
47999 16
58127 18
38105 14
15671 4
6861 2
85206 26
59033 18
85407 26
7245 2
59591 18
58631 18
84804 26
94794 31
85483 26
48093 16
6964 2
71157 22
18811 5
48176 16
93044 31
104087 35
85392 26
48002 16
17169 5
84822 26
48732 16
18664 5
67076 21
104661 35
48662 16
57300 18
104224 35
81289 26
6119 2
18306 5
41610 15
49127 16
15476 4
16048 4
61314 19
5229 2
7343 2
79869 25
83608 26
4894 2
42479 15
71877 22
38034 14
19339 5
69761 22
4676 2
57022 18
81557 26
92973 31
5923 2
50588 16
10199 3
105187 35
52841 17
85342 26
7340 2
37127 13
104780 35
47885 16
37439 13
96202 32
74549 24
96983 32
14764 4
7247 2
10986 3
53657 17
39582 14
25742 8
48293 16
46677 16
84067 26
14008 4
2159 1
92363 31
103580 35
69403 22
39335 14
54548 17
103155 35
52676 17
4069 2
33934 11
71156 22
18810 5
94408 31
33548 11
48504 16
93167 31
7170 2
85090 26
83800 26
36524 13
17478 5
85131 26
84911 26
13870 4
95526 31
46919 16
84112 26
70199 22
85155 26
2300 1
47324 16
17256 5
4799 2
18727 5
82290 26
64771 21
6594 2
2855 1
95201 31
94653 31
57068 18
50545 16
58062 18
102930 35
48715 16
30020 9
48818 16
49371 16
94473 31
41854 15
84724 26
85075 26
17422 5
40486 15
6835 2
96571 32
59382 18
59345 18
47933 16
85518 26
56156 18
93546 31
29706 9
93269 31
54691 17
84603 26
103439 35
103907 35
13703 4
39022 14
57717 18
2205 1
95680 31
17161 5
84999 26
97896 32
52794 17
105140 35
7072 2
94512 31
19342 5
38037 14
56732 18
85038 26
104682 35
101200 34
82505 26
14490 4
104662 35
19459 5
94239 31
84157 26
5638 2
48839 16
3971 2
16893 5
94098 31
56708 18
63043 20
85278 26
6904 2
94096 31
95735 31
17216 5
104440 35
97313 32
29660 9
37627 13
19029 5
11512 3
38968 14
85304 26
54764 17
95418 31
38441 14
11201 3
56303 18
3957 2
74998 24
69424 22
24498 7
5803 2
98406 32
84414 26
35807 13
7556 2
85452 26
103723 35
94690 31
4486 2
105478 35
97961 32
17373 5
40774 15
7123 2
52961 17
49222 16
80321 25
7199 2
84357 26
94475 31
4271 2
49497 16
56975 18
42019 15
96640 32
66572 21
38706 14
13937 4
84978 26
61678 19
84229 26
95446 31
104945 35
10506 3
59254 18
62993 20
6713 2
44298 15
14386 4
93620 31
3884 2
44872 15
47768 16
3595 2
41180 15
10917 3
78570 25
97265 32
15833 4
71801 22
94352 31
49484 16
57617 18
95007 31
85489 26
38778 14
70675 22
7073 2
14590 4
96809 32
59224 18
104326 35
33285 11
1964 1
96593 32
59008 18
85142 26
92659 31
15088 4
30044 9
16829 5
95348 31
84687 26
54619 17
98144 32
93515 31
58822 18
43866 15
6595 2
18763 5
33719 11
98080 32
75646 24
105139 35
52793 17
95242 31
24201 7
58342 18
36064 13
5996 2
58147 18
95732 31
84527 26
84895 26
58722 18
1774 1
16808 5
28025 9
10436 3
85364 26
47518 16
83248 26
48428 16
14777 4
84617 26
103312 35
48100 16
56085 18
93670 31
15190 4
7673 2
57427 18
94817 31
5081 2
84934 26
5658 2
84119 26
48184 16
29255 9
85340 26
104202 35
29032 9
5951 2
84470 26
6501 2
48285 16
66980 21
105257 35
103945 35
28775 9
53945 17
68979 22
54023 17
58295 18
84468 26
85328 26
53733 17
75640 24
40820 15
7169 2
95551 31
7511 2
30932 10
85519 26
47934 16
4724 2
95372 31
27473 9
6424 2
18174 5
48086 16
84332 26
18427 5
95031 31
53344 17
98212 32
59111 18
94955 31
57370 18
94172 31
56782 18
95592 31
92663 31
85146 26
51403 17
96271 32
7409 2
93742 31
48640 16
56157 18
57749 18
95334 31
65422 21
103917 35
85222 26
17920 5
96439 32
5397 2
42982 15
65416 21
31460 11
50155 16
54284 17
7605 2
97809 32
94265 31
56680 18
58578 18
96163 32
81324 26
96358 32
58773 18
16913 5
72379 22
4726 2
14593 4
82246 26
84633 26
16980 5
84326 26
91843 30
46975 16
54453 17
84186 26
91703 30
95442 31
